"taxon","lfc_(Intercept)","lfc_Case_statusPD","lfc_total_sequences","lfc_collection_methodswab","se_(Intercept)","se_Case_statusPD","se_total_sequences","se_collection_methodswab","W_(Intercept)","W_Case_statusPD","W_total_sequences","W_collection_methodswab","p_(Intercept)","p_Case_statusPD","p_total_sequences","p_collection_methodswab","q_(Intercept)","q_Case_statusPD","q_total_sequences","q_collection_methodswab","diff_(Intercept)","diff_Case_statusPD","diff_total_sequences","diff_collection_methodswab"
"Roseburia_hominis",0.444631142737811,-0.322831277580213,-0.134330783420097,0.0340379162638902,0.402109607789317,0.494689166910154,0.225258131750599,3.48865222854558,1.10574613022123,-0.652594192827444,-0.596341549919385,0.00975675247460268,0.268836417354693,0.514017930345541,0.550947079140264,0.992215361345901,0.64270896872997,0.716623475618266,0.807779552122944,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Roseburia_intestinalis",1.51674876971986,-1.9117075970805,-0.155759705901214,1.52213343996152,0.416552590044757,0.512204606160907,0.233462632478758,3.61648008835154,3.64119394758028,-3.73231238861593,-0.667171890625306,0.420888101904451,0.000271376597514417,0.000189730000180018,0.504662343889281,0.673836793814911,0.0299125770308272,0.00709814422341113,0.779103199183644,0.99099372334903,TRUE,TRUE,FALSE,FALSE
"Roseburia_inulinivorans",0.96868609160951,-1.10853660068616,0.0321351475921766,2.2852551535136,0.411630330735732,0.506235147760692,0.230666529013936,3.57291649724759,2.35329133758953,-2.18976617010833,0.139314306802766,0.639604971253611,0.0186080483537296,0.0285411993817252,0.889201784933145,0.52242944972328,0.172789020427489,0.135744728766742,0.97133313679195,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Roseburia_sp_CAG_471",0.399298922220703,-0.256119606605715,-0.256664058209031,0.0169570212216219,0.304523598676474,0.37634127368988,0.169823665769887,2.62497057713822,1.31122489014363,-0.680551468869099,-1.51135624734902,0.00645989001526589,0.189781795567951,0.496155344122563,0.1306977103272,0.994845789340049,0.569345386703853,0.716623475618266,0.565315791900823,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Sellimonas_intestinalis",0.106791726017532,0.182995044647338,0.0803767397842435,-1.22352544604396,0.402394400882464,0.495034536938271,0.225419915197819,3.49117287330429,0.265390685813058,0.369661167035214,0.356564501915052,-0.350462578178185,0.790708510638686,0.711634969523313,0.721417856226709,0.725991569770196,0.922454455463012,0.861918130789105,0.935125816909358,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Tyzzerella_nexilis",0.127284111409237,0.153243907763518,0.00179779794098713,-1.31578833251586,0.266143160590417,0.32974833479644,0.148042704541281,2.2857604025736,0.478254301658053,0.464729891230896,0.0121437793679717,-0.575645781173904,0.632469217704528,0.642124899742638,0.990310904077138,0.564854629890938,0.86853167219988,0.792495920568446,0.992915613903353,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Oscillibacter_sp_57_20",0.411884419098492,-0.285944814641256,-0.451439797435272,1.81046599138718,0.442949296630397,0.544218880608901,0.248456526091175,3.85008080928893,0.929868096036676,-0.525422444589437,-1.81697701621092,0.470241036764511,0.352439383419653,0.599289554170453,0.0692206326882012,0.63818281844776,0.690285112266416,0.768825414889726,0.438457257073327,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Oscillibacter_sp_CAG_241",-0.413532275752598,0.932771590650636,-0.0538063271377144,1.50383640478047,0.402802821672922,0.495529831367984,0.225651928050653,3.49478771604886,-1.02663698837837,1.88237222383884,-0.238448337678888,0.430308369768644,0.304591430198498,0.0597854945017017,0.811533380322226,0.666971339508288,0.652695921853925,0.202866375661367,0.956251818025619,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Intestinibacter_bartlettii",0.175939186622991,0.0907191742467645,0.00169317754243321,-2.81309629629194,0.341265779517356,0.420906087639519,0.190692947901628,2.95010352039461,0.515548868895725,0.215533053360017,0.00887907791591046,-0.953558502894725,0.606169529686259,0.829351744712559,0.992915613903353,0.340307169485063,0.857050507773135,0.900700898682071,0.992915613903353,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Agathobaculum_butyriciproducens",0.771721503378682,-0.789180455388543,-0.201256035468137,-2.53219067422734,0.418591471698338,0.514677282963709,0.234620811548839,3.63452454853113,1.84361496962086,-1.53335008462806,-0.85779276842303,-0.696704793272262,0.06523927284295,0.125189620376459,0.391006903629794,0.485987558467311,0.34382860011825,0.312974050941149,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Anaeromassilibacillus_sp_An250",-0.0208788824477095,0.349670794343916,0.172210478457112,2.30194641216423,0.346686724483731,0.427480047459451,0.193772509403918,2.99808485433692,-0.0602240610130119,0.817981555915972,0.888725025994991,0.767805623924995,0.951977182575087,0.413367719060459,0.37415087787106,0.442602672832898,0.98537664082758,0.66177666518452,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Anaerotruncus_colihominis",-0.0278164951842751,0.366765040546761,0.261117589033176,1.20191946423932,0.365808876370464,0.450668643742551,0.204635846420262,3.16734381289248,-0.0760410612784164,0.81382418244363,1.27601099025885,0.379472370301887,0.939386430570996,0.415745679491817,0.201951634095094,0.704337118018901,0.98537664082758,0.66177666518452,0.640305310333917,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Faecalibacterium_prausnitzii",0.875146609876501,-0.955689585664611,0.189252268149067,-0.128369971363074,0.346717438980888,0.427517294415088,0.193789958042504,2.99835671521339,2.52409169971039,-2.23544076029052,0.97658449416434,-0.0428134420136658,0.0115997666129341,0.0253884266803878,0.32877489864719,0.965850248637807,0.13305614644248,0.125441004031658,0.74275165855286,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Flavonifractor_plautii",0.305225141936575,-0.12226073465632,0.0485233916046898,0.87059110329663,0.286519762417392,0.354493766521549,0.159602424595617,2.46576078988023,1.06528477952573,-0.344888249675014,0.304026657036276,0.353072003930648,0.286747078356448,0.730178384657023,0.761107582449283,0.724034460614065,0.64270896872997,0.866019894013358,0.94826329442232,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Gemmiger_formicilis",0.190011892482971,0.0406543356938984,-0.069625686527057,1.95937592113956,0.386510276437762,0.475772142615079,0.216396381486707,3.35058166186269,0.49160890166802,0.0854491720983117,-0.32175069679404,0.584786797898929,0.622995849356064,0.931904302396243,0.747641567853412,0.558691082512816,0.861590004428599,0.946465307121184,0.940581327299453,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Harryflintia_acetispora",-0.225346801613433,0.680398349842334,0.0966331723162794,-2.52730064638516,0.301564772891878,0.372751466418146,0.168143541303172,2.59879817782317,-0.747258373225934,1.82534050470797,0.574706417905429,-0.972488232426765,0.454907614368041,0.0679496613922863,0.56548986623295,0.330807716300014,0.785017564617416,0.210471999350586,0.818145093285694,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Pseudoflavonifractor_sp_An184",-0.188696286029282,0.607034734046167,0.117899053725797,0.640219240740973,0.276858286478975,0.342764074116553,0.154119926922214,2.38038071915845,-0.681562717262614,1.77099871277569,0.764982543660965,0.268956657054134,0.495515496459049,0.0765609157783052,0.44428193942459,0.787963036674421,0.81197917486987,0.229682747334916,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Clostridium_leptum",-0.87265675170318,1.6302697725849,0.142337151563558,-1.87553302919567,0.322360393111622,0.397977897422011,0.179953811908705,2.78278644477658,-2.70708427694779,4.09638269648977,0.790964915129272,-0.673976629689327,0.00678770237374103,4.1965597886255e-05,0.42896446541074,0.500326171777586,0.110300163573292,0.00204582289695493,0.779103199183644,0.99099372334903,FALSE,TRUE,FALSE,FALSE
"Clostridium_methylpentosum",0.00484609220641317,0.331976741983641,-0.547249469645319,-1.18028300951461,0.26530049284017,0.32872435723123,0.147564953133136,2.27832318529918,0.0182664274556501,1.00989395729542,-3.70853280556108,-0.518048983186561,0.98542631000528,0.312546098055789,0.000208463655733048,0.604424093760475,0.995637981611552,0.55405899200799,0.0406504128679443,0.99099372334903,FALSE,FALSE,TRUE,FALSE
"Eubacterium_siraeum",0.352810724444419,-0.205199030502436,0.211619884150854,3.00597318355927,0.433335993652011,0.532559385548747,0.242996133674499,3.76501056928399,0.814173596499676,-0.385307321719623,0.870877577148309,0.798397010643964,0.415545509057428,0.700009737583316,0.383821001165577,0.424640137481833,0.743407103359619,0.853136867679666,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Ruminococcaceae_bacterium_D16",0.0671224412782069,0.249310108958265,-0.299320425104642,-2.6034949234266,0.337270359449319,0.416060749437015,0.188423252990446,2.91474066810594,0.199016721741578,0.599215641695628,-1.58855353760302,-0.893216659689455,0.842249664175859,0.54902909343828,0.1121612249374,0.371741158155848,0.9385067686531,0.733292282331949,0.516763903386084,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Ruminococcaceae_bacterium_D5",-0.836157932307391,1.56308292505018,-0.013953480259918,0.274925532413064,0.342852133522534,0.422829868899291,0.191594126274166,2.96414435347319,-2.43882960189435,3.69671832578713,-0.0728283300290269,0.0927503858207592,0.0147349144479095,0.00021840443764342,0.941942726708602,0.926101867401015,0.152233585666435,0.00709814422341113,0.977015062277539,0.999792517773655,FALSE,TRUE,FALSE,FALSE
"Ruminococcus_bicirculans",1.15690483787543,-1.34997072116948,-0.312159383499089,-3.66515481351822,0.437784587721767,0.537954810870744,0.245522976760404,3.80437771790179,2.64263491754236,-2.5094500390923,-1.27140599066503,-0.96340455267403,0.00822636834186956,0.0120919319445244,0.203584252516425,0.335344542490873,0.112667329471744,0.0872712518322641,0.640305310333917,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Ruminococcus_bromii",0.530950438079846,-0.464385323268313,0.0465742152840095,2.42589529330882,0.468973305645146,0.575784272730523,0.263237234091118,4.08034996684994,1.13215492585328,-0.806526585149805,0.176928675933011,0.594531183113597,0.257569306348662,0.41993928540978,0.859564413808128,0.552156892144611,0.64270896872997,0.66177666518452,0.957800346814771,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Ruminococcus_lactaris",1.34255143312458,-1.62883287113791,-0.237134411015651,-2.77773107795684,0.397349220127275,0.488916258882131,0.222553862140757,3.44651859455379,3.37876951839631,-3.33151708814535,-1.06551469713733,-0.805952732228467,0.000728110230936219,0.000863739969811084,0.286643078306361,0.420270104138442,0.0354953737581407,0.0210536617641452,0.740090112773586,0.99099372334903,TRUE,TRUE,FALSE,FALSE
"Ruthenibacterium_lactatiformans",-0.297432602621494,0.765358755226671,0.0460291497969715,0.931743721899895,0.2470547143855,0.306533419227675,0.137229553854664,2.11749246980431,-1.20391389154949,2.49681994594595,0.335417178763984,0.440022212681589,0.228622861987372,0.0125312566733507,0.73731041099664,0.659921019426136,0.622124837751673,0.0872712518322641,0.940581327299453,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Absiella_dolichum",0.203659342627518,0.0075896373786231,-0.401561011921144,3.99189685866687,0.292032607205555,0.361184764520913,0.162731653644429,2.51449907687899,0.697385626133753,0.0210131714406344,-2.46762693629698,1.58755153078904,0.485561494509686,0.983235148705868,0.0136011988344974,0.112387785743239,0.81197917486987,0.983235148705868,0.18704098680234,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Candidatus_Stoquefichus_sp_KLE1796",0.283413699469265,-0.07635737659066,-0.402537690906512,-1.49121860499983,0.298418548397224,0.368934032483961,0.166357126337215,2.57097083191202,0.949718779182635,-0.206967560234442,-2.41972015127592,-0.580021595924065,0.342255165095502,0.836035193135666,0.0155324554900933,0.561900054463412,0.690285112266416,0.900700898682071,0.18704098680234,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Coprobacillus_cateniformis",-0.454512703476355,0.98829028129556,-0.251855936852197,2.2485502930402,0.277502193329173,0.343545980816022,0.15448524401556,2.38606937716781,-1.63787067058318,2.87673364406151,-1.63029121944377,0.942365848435284,0.101448675387588,0.00401814605802047,0.103039962456123,0.346005365785688,0.439610926679547,0.0602721908703071,0.509022421897904,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Dielma_fastidiosa",0.0679128002626834,0.231933721745535,-0.0218504762519725,0.114284474312573,0.296728324159698,0.366883096490057,0.165397479296433,2.55602259336129,0.22887198401098,0.632173365206594,-0.132108883067142,0.0447118404232426,0.818968416158216,0.52727359953245,0.894898169827062,0.964336995844836,0.923114688733249,0.719009453907887,0.97133313679195,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Clostridium_innocuum",-0.378201421316698,0.873887767854132,0.0650179818135912,2.64848086742877,0.354529057267536,0.436990200995087,0.19822771700871,3.06750010910599,-1.06677129438025,1.99978801781863,0.327996421462769,0.8634004150698,0.28607512400591,0.0455231589949081,0.742914368352419,0.387917351311447,0.64270896872997,0.184937833416814,0.940581327299453,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Clostridium_spiroforme",0.0660254766804931,0.2440453553728,-0.146325586933382,-1.44106802719587,0.274435664524787,0.339822011873395,0.152745573348396,2.35898024136726,0.240586356714324,0.718156407901328,-0.95796941099975,-0.610886009948364,0.809875725403571,0.472660852911995,0.338078183438819,0.541275047215717,0.922454455463012,0.698248987256357,0.74275165855286,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Erysipelatoclostridium_ramosum",0.298434496914154,-0.115945782553818,-0.437185989167755,1.35116022154682,0.35919002823532,0.442642336990369,0.200875633416681,3.10875669190904,0.830854070143164,-0.261940110252808,-2.17640129731857,0.43463041834808,0.406056072993063,0.793367615401647,0.0295252668799169,0.663830711997202,0.740008731155582,0.887421239509009,0.274163192456371,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Faecalitalea_cylindroides",-0.179661598763581,0.583959915746663,-0.089442636496154,2.18256276326895,0.304612551573436,0.376449192667071,0.169874177918382,2.6257574486026,-0.589803663163462,1.55123168576725,-0.526522851160627,0.831212633303386,0.555322286528576,0.120846171335496,0.598524979266422,0.40585351924912,0.839440665682731,0.309220650710952,0.851915116474104,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Holdemanella_biformis",0.423915581516767,-0.306717974758458,-0.377001353448192,2.32665456878907,0.291997584469887,0.36114226088152,0.162711772097208,2.51418940644875,1.45177769975862,-0.84929959182784,-2.31698879920602,0.925409423339919,0.146563426477264,0.395714607924273,0.0205043419243374,0.354752978942172,0.510354788626186,0.653935157162994,0.222130370846989,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Holdemania_filiformis",0.0183798467569388,0.302926640466994,0.146353921391944,0.48204835347951,0.338163504030987,0.417143895589344,0.188930621395046,2.9226456671489,0.054351952643756,0.726192193317408,0.774643730652446,0.164935612584798,0.956654758466751,0.467720957083895,0.438550209180009,0.868994661463231,0.98537664082758,0.698248987256357,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Turicibacter_sanguinis",-0.510162569515878,1.08183473049744,-0.0845888003240585,0.404798534366846,0.307231701725884,0.379626699063687,0.171361508596158,2.64892714675928,-1.66051408969199,2.84973299603448,-0.493627775671642,0.152816031525095,0.0968110758242143,0.00437559441846462,0.621569080941519,0.878543354900401,0.439026971760972,0.0609457794000429,0.853563174532368,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Firmicutes_bacterium_CAG_110",0.0213470881926887,0.290203738312474,-0.477271304054452,1.68901725638058,0.326104379538436,0.402518833332282,0.182080444910107,2.81591883451378,0.0654609061764307,0.720969341757257,-2.62121121403279,0.599810348110484,0.947807031895822,0.470928377710147,0.00876179595611092,0.548632636042027,0.98537664082758,0.698248987256357,0.170855021144163,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Firmicutes_bacterium_CAG_145",-0.146197124503708,0.570570140706308,-0.0272795122683959,-3.66857541343298,0.362452424295218,0.446598467283892,0.202729021439518,3.13763395073266,-0.403355350120738,1.27759090660651,-0.134561455852212,-1.16921714611621,0.686686828599993,0.201393708527516,0.892958618139666,0.242316154740151,0.900634444945594,0.417784820881548,0.97133313679195,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Firmicutes_bacterium_CAG_424",0.66633102968435,-0.636480859068395,-0.285739205279799,-2.13041820489521,0.351893764361997,0.433794485327354,0.19673060524555,3.04417400317423,1.89355736636154,-1.46724054960747,-1.45243900878134,-0.699834570124368,0.0582837869651027,0.142310629720225,0.146379576410703,0.484030622686457,0.334274660535148,0.338008304900356,0.581930464763091,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Firmicutes_bacterium_CAG_83",0.153513754629637,0.0993010420558123,-0.243175037302933,1.12061041421029,0.430588844841752,0.529227582390309,0.241435706375103,3.74069962580698,0.35652051015408,0.187633912819338,-1.00720411638338,0.299572413267089,0.721450794975308,0.851163639793847,0.313836695342328,0.764503329271807,0.913525357273929,0.906977648960657,0.740090112773586,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Firmicutes_bacterium_CAG_94",-0.219464878231007,0.646794832730819,0.0169186248867206,1.52562388826057,0.391371339814613,0.481666995550381,0.219157915154517,3.39360800888216,-0.56075868594508,1.34282572546154,0.0771983292266316,0.449558076320991,0.57496205437136,0.179328411300742,0.938465770766136,0.653029123055183,0.843622636073694,0.387167088510117,0.977015062277539,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Acidaminococcus_intestini",-0.730899079271739,1.40643999928618,-0.388368013446283,0.433385772096629,0.426599752526326,0.524389581445319,0.239169805872517,3.70539744816469,-1.71331341601431,2.68205175894181,-1.6238170701752,0.116960671064123,0.0866548955369685,0.00731721376449483,0.104414855773929,0.90689121945759,0.412139137309972,0.0792698157820273,0.509022421897904,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Phascolarctobacterium_faecium",-0.0568305914390163,0.413123989966558,-0.300711504638442,0.471250867497995,0.403813881917191,0.496755952793727,0.2262262829747,3.50373636174275,-0.140734615583796,0.831643763186274,-1.32925096361183,0.134499522465097,0.88807959795603,0.405610052198494,0.183765186330489,0.893007588676445,0.956770837576938,0.66177666518452,0.640305310333917,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Dialister_invisus",0.826598422666144,-0.871871924273417,-0.23936718763125,-2.24255661940466,0.343897937569306,0.424098114455719,0.19218823141336,2.97340084447563,2.40361552764346,-2.05582598590981,-1.24548306559114,-0.754205953620808,0.0162338366665395,0.039799292311274,0.212954236522789,0.45072556321185,0.15827990749876,0.167804581132157,0.648844939405372,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Megasphaera_sp_MJR8396C",-0.43994790157795,0.953585569794392,-0.459147217514366,4.3595414734771,0.319780603315279,0.394848863962713,0.178488505515003,2.75995766683448,-1.37578044764709,2.41506474204885,-2.57241897000349,1.57956823971045,0.168889616589491,0.0157324130208941,0.0100990593551444,0.114205777457638,0.540225453443123,0.0958693918460733,0.17902877947756,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Veillonella_atypica",0.453062272341914,-0.328220103429419,-0.210057566550563,-1.13394222153954,0.28101891852058,0.347815971801772,0.15648063698916,2.41714264863114,1.61221271054296,-0.943660240008989,-1.3423869597688,-0.469125073020289,0.106915660300342,0.345343298046795,0.179470560655545,0.638980238176554,0.453229429534058,0.597196611939796,0.640305310333917,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Veillonella_dispar",0.624648474760242,-0.581361665755939,-0.0864487255092458,-1.05144961042963,0.271879452902901,0.336717293076273,0.151295631279138,2.33640408663034,2.29751997839767,-1.726557197121,-0.571389436551206,-0.450029006731482,0.0215891247117502,0.0842472186858255,0.567735688038718,0.652689525294763,0.177893207003563,0.248912237026303,0.818145093285694,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Veillonella_parvula",0.10334738580636,0.191086500000375,-0.0439540717683191,-1.74749050208056,0.301974952161146,0.37324913189237,0.168376449073655,2.60242629242018,0.342238271971677,0.511954305242634,-0.261046434998113,-0.671485108788786,0.732171585396304,0.608682990244922,0.794056698389064,0.501911542734224,0.915214481745381,0.77577243854745,0.956251818025619,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Oxalobacter_formigenes",0.0903695732299985,0.206910668977045,-0.219409532448807,-1.25294635617041,0.277271654646657,0.343266036785611,0.154354447790014,2.38403263065739,0.325924311827552,0.60277058259123,-1.42146556571726,-0.525557553222294,0.744481621003386,0.546661319166725,0.155181457270158,0.599195655341022,0.917280001718331,0.733292282331949,0.581930464763091,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Parasutterella_excrementihominis",0.124868111877935,0.141636745480874,0.37156750930759,1.25458312916646,0.404142563920362,0.497154549016284,0.226412997624516,3.50664543714484,0.308970455046009,0.2848947993358,1.64110503021473,0.357773020299411,0.757344001418724,0.775724740482364,0.100775614757709,0.720513182600277,0.917280001718331,0.882189610967088,0.509022421897904,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Turicimonas_muris",0.399798754417571,-0.250416654589832,0.236328334964247,-0.910714085549542,0.331996829311219,0.409665240430814,0.185427574334402,2.86806716929704,1.20422461638269,-0.611271423288166,1.27450480767251,-0.317535828762601,0.22850277396366,0.541019906195494,0.202484569908827,0.750837057585136,0.622124837751673,0.732631122973065,0.640305310333917,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Bilophila_wadsworthia",-0.0921136445359437,0.468530368799115,0.0415636343192356,-0.000839872506794431,0.372862219071128,0.459221819300581,0.20864290014993,3.22977688482032,-0.247044725436159,1.02027026832634,0.199209435304858,-0.000260040410451187,0.804873610669845,0.307600299901539,0.842098919036012,0.999792517773655,0.922454455463012,0.550294114502754,0.956251818025619,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Escherichia_coli",-0.86655512537744,1.58740948463463,0.0438013758127335,3.6317175839629,0.422484916702431,0.51939914937862,0.236832445760429,3.66898171065979,-2.05109127241998,3.05624197986023,0.184946685290923,0.989843468941635,0.0402580590910524,0.00224130292378905,0.853270853007475,0.322250634310384,0.253236178153394,0.0437054070138866,0.956251818025619,0.99099372334903,FALSE,TRUE,FALSE,FALSE
"Klebsiella_pneumoniae",-0.572971850161502,1.18171413235124,0.141948896479945,-0.735709166566385,0.389745878758037,0.479695845767798,0.218234506084827,3.37922076585028,-1.4701165076776,2.46346542872349,0.650442036076411,-0.217715626632421,0.141530202197681,0.0137601164630043,0.515406731767641,0.827650687433322,0.503025478567272,0.0894407570095282,0.779103199183644,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Klebsiella_quasipneumoniae",-0.449768111954109,1.00965124040387,-0.0709929828066384,-2.33674164485971,0.331253240132599,0.408763428825206,0.185005179782128,2.86148619988577,-1.35777724551183,2.47001362941305,-0.383735108877726,-0.816618177278992,0.17453437726624,0.0135107904406384,0.701174787994556,0.414146663932327,0.540225453443123,0.0894407570095282,0.923845159857692,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Klebsiella_variicola",-0.392383994213779,0.911998945983833,0.0508963618382679,-0.16662727203099,0.357211538212521,0.440243122205343,0.199751643275646,3.09124404606515,-1.09846394149881,2.07158022461609,0.254798213439645,-0.0539029819541715,0.272001954743516,0.0383046057180939,0.798878955211177,0.957012460866084,0.64270896872997,0.165986624778407,0.956251818025619,0.999792517773655,FALSE,FALSE,FALSE,FALSE
"Proteobacteria_bacterium_CAG_139",0.432029868517481,-0.313290452506586,0.324635584067283,1.62394824060019,0.389168718478429,0.478995941674841,0.217906625994568,3.37411220029265,1.11013513677726,-0.654056590565559,1.4897921648118,0.481296454948754,0.266940798209724,0.513075347121712,0.136278891927133,0.630305816256206,0.64270896872997,0.716623475618266,0.565412423952998,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Cloacibacillus_evryensis",-0.418090874243534,0.962812002256217,-0.120557343776862,-2.32246509757786,0.331003930691698,0.408461069671188,0.18486356048838,2.85927975370099,-1.2630994241363,2.35716956583227,-0.652142279735218,-0.812255287217598,0.206553450945565,0.0184148359837531,0.514309391393929,0.416645161256395,0.5923223960939,0.108814939903996,0.779103199183644,0.99099372334903,FALSE,FALSE,FALSE,FALSE
"Akkermansia_muciniphila",-0.18014320939771,0.615784879136106,0.246707086452212,-2.81498592901984,0.421138339567373,0.517766049432807,0.236067538888622,3.65706451931212,-0.427753050417512,1.18931104078893,1.04506993046855,-0.769739203165421,0.668830921927588,0.234317292275654,0.295990650336658,0.44145461016422,0.887224692352923,0.466243591772986,0.740090112773586,0.99099372334903,FALSE,FALSE,FALSE,FALSE
